sampleID	strahler order	Longitude-DD	Latitude-DD	stratum	design weight	weight category	station	state	status	comment	set	Basin	SubBasin	BayShed	BayPanel	EcoRegion	BioRegion	Year	Panel	BioPanel	Order	BasinSize	StreamSizeCat	StreamSizeCatPhase	IR2008	IR2010	IR2012	IR2014	IR2016
3-CAE001.45	4	-77.909652	38.709471	1	315.8764	4	226	VA	TS	Target	1	Rappahannock-York	Rappahannock	Bay	BayPhase1	Northern Piedmont	Piedmont	2005	Phase1	Phase2	4	3	Large	Phase1Large	2008	2010	2012	1	1
3-CAE012.67	3	-77.873	38.812	1	541.5024	3	227	VA	TS	Target Wadeable	1	Rappahannock-York	Rappahannock	Bay	BayPhase2	Northern Piedmont	Piedmont	2012	Phase2	Phase4	3	3	Medium	Phase2Medium	1	1	1	2014	2016
3-CRC001.38	2	-76.899989	37.899715	1	947.6292	2	228	VA	TS	Target	1	Rappahannock-York	Rappahannock	Bay	BayPhase1	Southeastern Plains	Coast	2003	Phase1	Phase1	2	2	Small	Phase1Small	2008	2010	1	1	1
3-FIK001.03	2	-78.304888	38.449487	1	947.6292	2	229	VA	TS	Target	1	Rappahannock-York	Rappahannock	Bay	BayPhase1	Northern Piedmont	Piedmont	2004	Phase1	Phase2	2	2	Small	Phase1Small	2008	2010	1	1	1
3-HAL002.72	2	-77.48891838	38.28768822	1	947.6292	2	230	VA	TS	Target	1	Rappahannock-York	Rappahannock	Bay	BayPhase2	Piedmont	Piedmont	2009	Phase2	Phase3	2	2	Small	Phase2Small	1	1	2012	2014	2016
3-HAZ035.32	2	-78.1917	38.5546	1	947.6292	2	231	VA	TS	Y -TS	1	Rappahannock-York	Rappahannock	Bay	BayPhase2	Northern Piedmont	Piedmont	2014	Phase2	Phase4	2	3	Medium	Phase2Medium	1	1	1	1	2016
3-HUH001.19	1	-77.23541354	38.25647487	1	3790.5166	1	232	VA	TS	Target	1	Rappahannock-York	Rappahannock	Bay	BayPhase1	Southeastern Plains	Coast	2007	Phase1	Phase3	1	1	Small	Phase1Small	1	2010	2012	2014	1
3-JOA002.68	2	-77.905972	38.494275	1	947.6292	2	233	VA	TS	Target	1	Rappahannock-York	Rappahannock	Bay	BayPhase1	Northern Piedmont	Piedmont	2003	Phase1	Phase1	2	2	Small	Phase1Small	2008	2010	1	1	1
3-LIA003.14	1	-77.4163	38.3015	1	3790.5166	1	234	VA	TS	Y-TS	1	Rappahannock-York	Rappahannock	Bay	BayPhase2	Piedmont	Piedmont	2013	Phase2	Phase4	1	2	Small	Phase2Small	1	1	1	1	2016
3-MIC008.55	2	-77.259293	38.132818	1	947.6292	2	235	VA	TS	Target	1	Rappahannock-York	Rappahannock	Bay	BayPhase1	Southeastern Plains	Coast	2004	Phase1	Phase2	2	3	Medium	Phase1Medium	2008	2010	1	1	1
3-MTN003.31	3	-77.796595	38.455726	1	541.5024	3	236	VA	TS	Target	1	Rappahannock-York	Rappahannock	Bay	BayPhase1	Northern Piedmont	Piedmont	2003	Phase1	Phase1	3	3	Large	Phase1Large	2008	2010	1	1	1
3-MTN018.83	3	-77.95552428	38.45563365	1	541.5024	3	237	VA	TS	Target	1	Rappahannock-York	Rappahannock	Bay	BayPhase1	Northern Piedmont	Piedmont	2006	Phase1	Phase2	3	3	Medium	Phase1Medium	2008	2010	2012	1	1
3-PBC005.12	2	-77.1443	38.1205	1	947.6292	2	238	VA	TS	Target Wadeable	1	Rappahannock-York	Rappahannock	Bay	BayPhase2	Southeastern Plains	Coast	2012	Phase2	Phase4	2	2	Small	Phase2Small	1	1	1	2014	2016
3-RAP008.71	5	-77.724252	38.371597	1	140.3895	5	239	VA	TS	Target	1	Rappahannock-York	Rappahannock	Bay	BayPhase1	Northern Piedmont	Piedmont	2001	Phase1	Phase1	5	4	Large	Phase1Large	2008	1	1	1	1
3-RAP015.25	5	-77.7808	38.3714	1	140.3895	5	240	VA	TS	Spring Bugs Riffle Only	1	Rappahannock-York	Rappahannock	Bay	BayPhase2	Northern Piedmont	Piedmont	2014	Phase2	Phase4	5	4	Large	Phase2Large	1	1	1	1	2016
3-RAP028.98	5	-77.955713	38.356171	1	140.3895	5	241	VA	TS	Target	1	Rappahannock-York	Rappahannock	Bay	BayPhase1	Northern Piedmont	Piedmont	2004	Phase1	Phase2	5	4	Large	Phase1Large	2008	2010	1	1	1
3-RAP053.02	4	-78.2003338	38.24451607	1	315.8764	4	242	VA	TS	Target	1	Rappahannock-York	Rappahannock	Bay	BayPhase1	Northern Piedmont	Piedmont	2006	Phase1	Phase2	4	3	Large	Phase1Large	2008	2010	2012	1	1
3-ROB004.98	4	-78.10828172	38.34870503	1	315.8764	4	243	VA	TS	Target	1	Rappahannock-York	Rappahannock	Bay	BayPhase1	Northern Piedmont	Piedmont	2007	Phase1	Phase3	4	3	Large	Phase1Large	1	2010	2012	2014	1
3-ROB005.42	4	-78.114299	38.350805	1	315.8764	4	244	VA	TS	Target	1	Rappahannock-York	Rappahannock	Bay	BayPhase1	Northern Piedmont	Piedmont	2001	Phase1	Phase1	4	3	Large	Phase1Large	2008	1	1	1	1
3-RPP148.18	5	-77.82813902	38.53581181	1	140.3895	5	245	VA	TS	Target	1	Rappahannock-York	Rappahannock	Bay	BayPhase1	Northern Piedmont	Piedmont	2007	Phase1	Phase3	5	4	Large	Phase1Large	1	2010	2012	2014	1
3-RPP150.20	5	-77.874959	38.582061	1	140.3895	5	246	VA	TS	Target	1	Rappahannock-York	Rappahannock	Bay	BayPhase1	Northern Piedmont	Piedmont	2005	Phase1	Phase2	5	4	Large	Phase1Large	2008	2010	2012	1	1
3-SUM003.88	2	-77.952396	38.387757	1	947.6292	2	247	VA	TS	Target	1	Rappahannock-York	Rappahannock	Bay	BayPhase1	Northern Piedmont	Piedmont	2002	Phase1	Phase1	2	2	Small	Phase1Small	2008	1	1	1	1
3-THU006.90	3	-77.970492	38.784367	1	541.5024	3	248	VA	TS	Target	1	Rappahannock-York	Rappahannock	Bay	BayPhase1	Northern Piedmont	Piedmont	2004	Phase1	Phase2	3	3	Medium	Phase1Medium	2008	2010	1	1	1
3-WAE005.95	1	-77.366818	38.191074	1	3790.5166	1	249	VA	TS	Target	1	Rappahannock-York	Rappahannock	Bay	BayPhase1	Southeastern Plains	Coast	2002	Phase1	Phase1	1	1	Small	Phase1Small	2008	1	1	1	1
3-WAF000.03	1	-77.95848483	38.58889711	1	3790.5166	1	250	VA	TS	Target	1	Rappahannock-York	Rappahannock	Bay	BayPhase2	Northern Piedmont	Piedmont	2008	Phase2	Phase3	1	2	Small	Phase2Small	1	2010	2012	2014	1
3-XFB001.00	1	-77.41335375	38.2199161	1	3790.5166	1	251	VA	TS	Target	1	Rappahannock-York	Rappahannock	Bay	BayPhase1	Southeastern Plains	Coast	2006	Phase1	Phase2	1	2	Small	Phase1Small	2008	2010	2012	1	1
3-XGR000.95	1	-78.46590615	38.39058961	1	3790.5166	1	252	VA	TS	Target	1	Rappahannock-York	Rappahannock	Bay	BayPhase2	Blue Ridge Mountains	Mountain	2009	Phase2	Phase3	1	1	Small	Phase2Small	1	1	2012	2014	2016
3-XHU000.04	1	-77.9945	38.8492	1	3790.5166	1	253	VA	TS	Target Wadeable	1	Rappahannock-York	Rappahannock	Bay	BayPhase2	Northern Piedmont	Piedmont	2011	Phase2	Phase4	1	1	Small	Phase2Small	1	1	1	2014	2016
4AACC001.75	2	-78.576319	37.035376	1	947.6292	2	254	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2002	Phase1	Phase1	2	2	Small	Phase1Small	2008	1	1	1	1
4AATD003.36	2	-78.907494	36.920772	1	947.6292	2	255	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2005	Phase1	Phase2	2	2	Small	Phase1Small	2008	2010	2012	1	1
4ABAN002.67	5	-78.811808	36.724082	1	140.3895	5	256	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2002	Phase1	Phase1	5	4	Large	Phase1Large	2008	1	1	1	1
4ABAN022.24	5	-79.023762	36.826507	1	140.3895	5	257	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2001	Phase1	Phase1	5	4	Large	Phase1Large	2008	1	1	1	1
4ABAN026.65	5	-79.056392	36.869432	1	140.3895	5	258	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2003	Phase1	Phase1	5	4	Large	Phase1Large	2008	2010	1	1	1
4ABAR001.74	1	-79.216665	36.748189	1	3790.5166	1	259	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2004	Phase1	Phase2	1	2	Small	Phase1Small	2008	2010	1	1	1
4ABAU011.17_2004	2	-79.834546	36.781529	1	315.8764	2	260	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2004	Phase1	Phase2	2	2	Small	Phase1Small	2008	2010	1	1	1
4ABAU011.17_2011	2	-79.83430458	36.78166654	1	315.8764	2	261	VA	TS	Target Wadeable - WSA_Revisit	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2011	Phase2	Phase4	2	2	Small	Phase2Small	1	1	1	2014	2016
4ABAU011.17_2013	2	-79.8343	36.7817	1	315.8764	2	262	VA	TS	Y -TS	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2013	Phase2	Phase4	2	2	Small	Phase2Small	1	1	1	1	2016
4ABCE000.87	2	-79.94722919	37.04986196	1	947.6292	2	263	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2006	Phase1	Phase2	2	2	Small	Phase1Small	2008	2010	2012	1	1
4ABDA011.79	2	-79.754462	37.292521	1	947.6292	2	264	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2001	Phase1	Phase1	2	2	Small	Phase1Small	2008	1	1	1	1
4ABDB004.35	2	-79.0461	36.9056	1	947.6292	2	265	VA	TS	Target Wadeable	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2012	Phase2	Phase4	2	2	Small	Phase2Small	1	1	1	2014	2016
4ABEE001.20	2	-78.632288	36.543423	1	947.6292	2	266	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2002	Phase1	Phase1	2	2	Small	Phase1Small	2008	1	1	1	1
4ABLG001.95	2	-80.176	37.1527	1	947.6292	2	267	VA	TS	Y -TS	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Blue Ridge Mountains	Mountain	2014	Phase2	Phase4	2	2	Small	Phase2Small	1	1	1	1	2016
4ABNN002.17_2012	2	-78.6383	36.7999	1	473.8146	2	268	VA	TS	Target Wadeable	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2012	Phase2	Phase4	2	2	Small	Phase2Small	1	1	1	2014	2016
4ABNN002.17_2014	2	-78.6383	36.7999	1	473.8146	2	269	VA	TS	Y -TS	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2014	Phase2	Phase4	2	2	Small	Phase2Small	1	1	1	1	2016
4ABOE005.27	3	-79.7215	37.3111	1	541.5024	3	270	VA	TS	Target Wadeable	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2012	Phase2	Phase4	3	3	Medium	Phase2Medium	1	1	1	2014	2016
4ABOR019.84	5	-79.401959	37.271899	1	140.3895	5	271	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2004	Phase1	Phase2	5	4	Large	Phase1Large	2008	2010	1	1	1
4ABOR033.22	4	-79.463131	37.385079	1	315.8764	4	272	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2003	Phase1	Phase1	4	3	Large	Phase1Large	2008	2010	1	1	1
4ABOS000.13	2	-78.926921	36.557967	1	947.6292	2	273	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2004	Phase1	Phase2	2	2	Small	Phase1Small	2008	2010	1	1	1
4ABST009.45	4	-78.617	36.7319	1	315.8764	4	274	VA	TS	Y -TS	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2014	Phase2	Phase4	4	3	Medium	Phase2Medium	1	1	1	1	2016
4ABST014.94	4	-78.58417317	36.7848552	1	315.8764	4	275	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2007	Phase1	Phase3	4	3	Medium	Phase1Medium	1	2010	2012	2014	1
4ABTF003.11	2	-79.03767474	37.25749686	1	947.6292	2	276	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2008	Phase2	Phase3	2	2	Small	Phase2Small	1	2010	2012	2014	1
4ABVE002.18	3	-79.77109075	37.25851835	1	541.5024	3	277	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2007	Phase1	Phase3	3	2	Small	Phase1Small	1	2010	2012	2014	1
4ABWA008.53	3	-79.27304	37.28941	1	541.5024	3	278	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2003	Phase1	Phase1	3	3	Medium	Phase1Medium	2008	2010	1	1	1
4ABWB000.32	2	-78.62800654	37.0190731	1	947.6292	2	279	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2008	Phase2	Phase3	2	2	Small	Phase2Small	1	2010	2012	2014	1
4ABWR029.51	4	-79.829901	37.049217	1	315.8764	4	280	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2004	Phase1	Phase2	4	3	Large	Phase1Large	2008	2010	1	1	1
4ABWR045.01	4	-79.916902	37.044097	1	315.8764	4	281	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2005	Phase1	Phase2	4	3	Large	Phase1Large	2008	2010	2012	1	1
4ACEC000.82	3	-79.53321299	36.99434588	1	541.5024	3	282	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2007	Phase1	Phase3	3	2	Small	Phase1Small	1	2010	2012	2014	1
4ACEC001.24	3	-79.55127137	36.98819348	1	541.5024	3	283	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2010	Phase2	Phase3	3	2	Small	Phase2Small	1	1	2012	2014	2016
4ACLB001.90	3	-78.91039492	36.58867065	1	541.5024	3	284	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2006	Phase1	Phase2	3	3	Medium	Phase1Medium	2008	2010	2012	1	1
4ACNT003.84	4	-79.77299963	36.92069552	1	315.8764	4	285	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2010	Phase2	Phase3	4	3	Large	Phase2Large	1	1	2012	2014	2016
4ACNT022.05	3	-79.8873	36.859	1	541.5024	3	286	VA	TS	Target Wadeable	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2011	Phase2	Phase4	3	3	Medium	Phase2Medium	1	1	1	2014	2016
4ACOX007.73	2	-78.251901	36.720172	1	947.6292	2	287	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2005	Phase1	Phase2	2	2	Small	Phase1Small	2008	2010	2012	1	1
4ACTO001.01	1	-79.918632	36.879616	1	3790.5166	1	288	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2002	Phase1	Phase1	1	2	Small	Phase1Small	2008	1	1	1	1
4ADAN183.06	3	-80.447372	36.650152	1	541.5024	3	289	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Blue Ridge Mountains	Mountain	2004	Phase1	Phase2	3	3	Medium	Phase1Medium	2008	2010	1	1	1
4ADAN199.71	2	-80.3995	36.7024	1	947.6292	2	290	VA	TS	Y -TS	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Blue Ridge Mountains	Mountain	2014	Phase2	Phase4	2	3	Medium	Phase2Medium	1	1	1	1	2016
4ADBC000.13	3	-79.16144817	36.60897152	1	541.5024	3	291	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2009	Phase2	Phase3	3	3	Medium	Phase2Medium	1	1	2012	2014	2016
4ADEV000.64	2	-78.537	36.849	1	947.6292	2	292	VA	TS	Target Wadeable	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2011	Phase2	Phase4	2	2	Small	Phase2Small	1	1	1	2014	2016
4AEIS002.07	2	-78.85312	36.962866	1	947.6292	2	293	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2003	Phase1	Phase1	2	2	Small	Phase1Small	2008	2010	1	1	1
4AEKH003.18	3	-79.1402	36.866224	1	541.5024	3	294	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2001	Phase1	Phase1	3	3	Medium	Phase1Medium	2008	1	1	1	1
4AFAL006.61	3	-79.3799	36.6512	1	541.5024	3	295	VA	TS	Y -TS	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2014	Phase2	Phase4	3	3	Medium	Phase2Medium	1	1	1	1	2016
4AFRV017.85	4	-78.9505	37.1957	1	315.8764	4	296	VA	TS	Y-TS	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2013	Phase2	Phase4	4	3	Large	Phase2Large	1	1	1	1	2016
4AFRY006.08	2	-79.447365	36.94797	1	947.6292	2	297	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2003	Phase1	Phase1	2	2	Small	Phase1Small	2008	2010	1	1	1
4AFSF004.02	3	-78.985179	37.220428	1	541.5024	3	298	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2005	Phase1	Phase2	3	3	Medium	Phase1Medium	2008	2010	2012	1	1
4AGEO006.26	3	-79.3096	36.9328	1	541.5024	3	299	VA	TS	Target Wadeable	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2011	Phase2	Phase4	3	2	Small	Phase2Small	1	1	1	2014	2016
4AGIL008.56	3	-79.73284	37.103056	1	541.5024	3	300	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2002	Phase1	Phase1	3	3	Medium	Phase1Medium	2008	1	1	1	1
4AGSE015.07	4	-79.53623863	37.1690941	1	315.8764	4	301	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2006	Phase1	Phase2	4	3	Large	Phase1Large	2008	2010	2012	1	1
4AGSH001.28	1	-80.0485	37.3081	1	3790.5166	1	302	VA	TS	Target Wadeable	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Central Appalachian Ridges and Valleys	Mountain	2012	Phase2	Phase4	1	2	Small	Phase2Small	1	1	1	2014	2016
4AHEN004.74	3	-78.633997	36.931163	1	541.5024	3	303	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2001	Phase1	Phase1	3	3	Medium	Phase1Medium	2008	1	1	1	1
4AHLL000.45	1	-79.7098	36.5575	1	3790.5166	1	304	VA	TS	Target Wadeable	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2011	Phase2	Phase4	1	1	Small	Phase2Small	1	1	1	2014	2016
4AHRN007.65	2	-80.01521	36.660962	1	947.6292	2	305	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2003	Phase1	Phase1	2	2	Small	Phase1Small	2008	2010	1	1	1
4AIVV002.00	2	-80.36999018	36.68264102	1	947.6292	2	306	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Blue Ridge Mountains	Mountain	2010	Phase2	Phase3	2	2	Small	Phase2Small	1	1	2012	2014	2016
4ALBT003.07	2	-80.165264	36.792348	1	947.6292	2	307	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2004	Phase1	Phase2	2	2	Small	Phase1Small	2008	2010	1	1	1
4ALNT001.00	3	-79.838127	36.901063	1	541.5024	3	308	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2002	Phase1	Phase1	3	3	Medium	Phase1Medium	2008	1	1	1	1
4ALOR007.20	3	-79.45187203	37.29420285	1	541.5024	3	309	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2007	Phase1	Phase3	3	3	Medium	Phase1Medium	1	2010	2012	2014	1
4ALOR008.93	3	-79.453	37.3019	1	541.5024	3	310	VA	TS	Target Wadeable	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2012	Phase2	Phase4	3	3	Medium	Phase2Medium	1	1	1	2014	2016
4ALPP004.52	2	-77.9771	36.6142	1	947.6292	2	311	VA	TS	Y-TS	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2013	Phase2	Phase4	2	2	Small	Phase2Small	1	1	1	1	2016
4ALWF007.13	1	-79.77860363	36.75796864	1	3790.5166	1	312	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2007	Phase1	Phase3	1	2	Small	Phase1Small	1	2010	2012	2014	1
4AMBY001.33	2	-79.83899889	36.6565352	1	947.6292	2	313	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2008	Phase2	Phase3	2	2	Small	Phase2Small	1	2010	2012	2014	1
4AMCG000.56	3	-79.573459	36.561666	1	541.5024	3	314	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2003	Phase1	Phase1	3	2	Small	Phase1Small	2008	2010	1	1	1
4AMEE017.24	3	-79.9609	37.1256	1	541.5024	3	315	VA	TS	Y -TS	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2014	Phase2	Phase4	3	3	Medium	Phase2Medium	1	1	1	1	2016
4AMEY006.72	3	-79.0349	37.1835	1	541.5024	3	316	VA	TS	Y-TS	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2013	Phase2	Phase4	3	3	Medium	Phase2Medium	1	1	1	1	2016
4AMFK000.52	2	-79.865031	36.853165	1	947.6292	2	317	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2005	Phase1	Phase2	2	2	Small	Phase1Small	2008	2010	2012	1	1
4AMSP000.96	2	-80.35865924	37.26455731	1	947.6292	2	318	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Central Appalachian Ridges and Valleys	Mountain	2007	Phase1	Phase3	2	2	Small	Phase1Small	1	2010	2012	2014	1
4AORR002.63	2	-79.356143	37.228074	1	947.6292	2	319	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2004	Phase1	Phase2	2	3	Medium	Phase1Medium	2008	2010	1	1	1
4AOWC004.37	3	-79.386393	37.022288	1	541.5024	3	320	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2001	Phase1	Phase1	3	2	Small	Phase1Small	2008	1	1	1	1
4APAA000.24	2	-79.632893	36.917814	1	947.6292	2	321	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2001	Phase1	Phase1	2	2	Small	Phase1Small	2008	1	1	1	1
4APGG011.14	5	-79.5383	36.9326	1	140.3895	5	322	VA	TS	Target Wadeable	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2012	Phase2	Phase4	5	4	Large	Phase2Large	1	1	1	2014	2016
4APGG025.20	5	-79.68231932	36.94744277	1	140.3895	5	323	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2006	Phase1	Phase2	5	3	Large	Phase1Large	2008	2010	2012	1	1
4APGG042.21	4	-79.77894481	36.98137258	1	315.8764	4	324	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2009	Phase2	Phase3	4	3	Large	Phase2Large	1	1	2012	2014	2016
4APGG063.32	3	-79.9136	36.9697	1	541.5024	3	325	VA	TS	Target Wadeable	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2011	Phase2	Phase4	3	3	Medium	Phase2Medium	1	1	1	2014	2016
4APGG076.93	2	-80.04858188	36.97689566	1	947.6292	2	326	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2009	Phase2	Phase3	2	2	Small	Phase2Small	1	1	2012	2014	2016
4APOP000.10	2	-78.5219	36.6902	1	947.6292	2	327	VA	TS	Target Wadeable	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2012	Phase2	Phase4	2	2	Small	Phase2Small	1	1	1	2014	2016
4ARAB003.64	2	-79.2684	37.057	1	947.6292	2	328	VA	TS	Target Wadeable	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2012	Phase2	Phase4	2	2	Small	Phase2Small	1	1	1	2014	2016
4ARKN003.68	1	-80.01221275	36.73001751	1	3790.5166	1	329	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2008	Phase2	Phase3	1	1	Small	Phase2Small	1	2010	2012	2014	1
4ARNF009.01	4	-80.284648	37.209822	1	315.8764	4	330	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Central Appalachian Ridges and Valleys	Mountain	2001	Phase1	Phase1	4	3	Large	Phase1Large	2008	1	1	1	1
4ARNF015.22	3	-80.35211607	37.18762961	1	541.5024	3	331	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Central Appalachian Ridges and Valleys	Mountain	2010	Phase2	Phase3	3	3	Large	Phase2Large	1	1	2012	2014	2016
4ARNF015.50	3	-80.351878	37.189863	1	541.5024	3	332	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Central Appalachian Ridges and Valleys	Mountain	2001	Phase1	Phase1	3	3	Large	Phase1Large	2008	1	1	1	1
4AROA202.20	5	-79.915147	37.263158	1	140.3895	5	333	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Central Appalachian Ridges and Valleys	Mountain	2004	Phase1	Phase2	5	4	Large	Phase1Large	2008	2010	1	1	1
4AROA210.56	5	-80.01849211	37.27147169	1	140.3895	5	334	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Central Appalachian Ridges and Valleys	Mountain	2009	Phase2	Phase3	5	4	Large	Phase2Large	1	1	2012	2014	2016
4AROA221.95	5	-80.150498	37.24507	1	140.3895	5	335	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Central Appalachian Ridges and Valleys	Mountain	2002	Phase1	Phase1	5	4	Large	Phase1Large	2008	1	1	1	1
