DataSource,StationID,Year,StationID_Trend,LongitudeDD,LatitudeDD,stratum,designweight,weightcategory,station,state,status,comment,set,Basin,SubBasin,BayShed,BayPanel,EcoRegion,BioRegion,Panel,BioPanel,Order,BasinSize,StreamSizeCat,StreamSizeCatPhase,AREA_SQ_MILES,IR2008,IR2010,IR2012,IR2014,IR2016,IR2018,IR2020,DO,pH,SpCond,TN,TP,TDS,NH4,NO3,TKN,Ortho-P,Turb,TSS,Na,K,Cl,Sf,70331VFine,SSCCOARSE,SSCFINE,SSCTOTAL,LRBS,Slope,FN_PCT,SA_PCT,SA_FN_PCT,LSUB_DMM,BL_CB_GR_Embed_PCT,Embed_PCT,TotHab,TotTaxa,EPTTax,VEphem,VPTHydropsychidae,VScrap,VChiro,V2Dom,HBI,VHapto,EPTInd,VSCIVCPMI,MetalCCU,ARSENICppm,BERYLLIUMppm,CADMIUMppm,CHROMIUMppm,COPPERppm,LEADppm,MANGppm,NICKELppm,SILVERppm,ZINCppm,ANTIMONYppm,ALUMINUMppm,SELENIUMppm,IRONppm,MERCURYppm,THALLIUMppm,CALCIUM,MAGNESIUM,ARSENIC,BARIUM,BERYLLIUM,CADMIUM,CHROMIUM,COPPER,IRON,LEAD,MANGANESE,THALLIUM,NICKEL,SILVER,ZINC,ANTIMONY,ALUMINUM,SELENIUM,HARDNESS,MERCURY,Hg-C,YearSampled,NLCD,totalArea_sqMile,PWater,N_INDEX,PFOR,PWETL,PSHRB,PNG,PBAR,PTotBAR,U_INDEX,PURB,PMBAR,PAGT,PAGP,PAGC,S,H,Hprime,C,RNAT1,RFOR1,RWETL1,RSHRB1,RNG1,RBAR1,RTotBAR1,RHUM1,RURB1,RMBAR1,RAGT1,RAGP1,RAGC1,RNAT30,RFOR30,RWETL30,RSHRB30,RNG30,RBAR30,RTotBAR30,RHUM30,RURB30,RMBAR30,RAGT30,RAGP30,RAGC30,RNAT120,RFOR120,RWETL120,RSHRB120,RNG120,RBAR120,RTotBAR120,RHUM120,RURB120,RMBAR120,RAGT120,RAGP120,RAGC120,sqMileImp,wshdImpPCT,MunMajor,MunMinor,IndMajor,IndMinor,damcount,STRMLEN,STRMDENS,ELEVMIN,ELEVMAX,ELEVMEAN,ELEVSD,ELEVRANGE,SLPMIN,SLPMAX,SLPMEAN,SLPSD,SLPRANGE,wshdRain_mmyr,siteRain_mmyr,wshdRain_inyr,siteRain_inyr,wshdPOP2000,POPDENS2000,wshdPOP2010,POPDENS2010,POPCHG2000_2010,RDLEN,RDLEN120,STXRD_CNT,RDDENS,pctRoadLengthInRiparian,STXRD
State ProbMon,9-RDC049.02,2013,9-RDC049.02,-81.2811,36.9813,1,541.5024,3,602,VA,TS,Y-TS,1,New,New,NonBay,NonBayPhase2,Central Appalachian Ridges and Valleys,Mountain,Phase2,Phase3,3,3,Medium,Phase2Medium,20.06898106,1,1,1,1,2016,2018,2020,9.22,7.225,27.5,0.12,0.01,3,0.04,0.04,0.1,0.02,1.01,3,1,0.5,5,5.62,100,0,0.1,0.1,0.104,0.475,1,19,20,1.239,16.818,30.182,154.5,14,8.5,36.82,9.1,20.455,14.09,66.36,4.45,82.73,77.5,60.29,1.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26,0.786,0.14,24.1,0.1,0.1,0.5,0.32,50,0.1,6.91,0.1,1.82,0.1,8,0.5,16.21,0.5,6,1.5,NA,2013,2011,20.06898106,0,98.52123773,98.50045887,0.18874132,0.027705148,0.020778861,0,0.670118266,1.262315804,0.675312982,0.670118266,0.587002822,0.587002822,0,9,0.37747045,0.171794205,0.150837191,98.01980198,98.01980198,0,0,0,0,0.99009901,1.98019802,0.99009901,0.99009901,0.99009901,0.99009901,0,95.91503268,95.62091503,1.37254902,0,0.294117647,0,1.503267974,2.712418301,1.535947712,1.503267974,1.176470588,1.176470588,0,94.5083682,94.41870891,1.053496712,0,0.089659295,0,2.465630604,4.438135087,2.488045427,2.465630604,1.950089659,1.950089659,0,0.003155227,0.015722671,0,0,0,0,0,44445.62863,0.855073666,706,1205,872.2576965,122.4110529,499,0,43.77057266,14.61033161,6.806662322,43.77057266,4236.91,1037.95,166.8075704,40.8641953,463.4355658,8.915872282,81.91416075,1.57591745,-82.32458473,35689.48473,22976.33857,20,1.909213071,64.37845415,0.44998801
State ProbMon,1ACER012.66,2014,1ACER012.66,-77.5851,38.6402,1,315.8764,4,603,VA,TS,Y-TS (fall only - high in spring),1,Potomac-Shenandoah,Potomac,Bay,BayPhase2,Northern Piedmont,Piedmont,Phase2,Phase4,4,4,Large,Phase2Large,105.3517118,1,1,1,1,2016,2018,2020,7.29,7.375,176,0.74,0.04,104,0.02,0.53,0.3,0.02,10.3,5,6.39,1.59,10.4,11.4,88.4,0.53,4.03,4.56,0.597,6.50E-02,16.19,19.048,35.238,1.084,36.818,51.091,142.5,14.5,5,25.455,8.2,15.91,8.185,56.82,4.925,79.09,43,54.46,0.6697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,4.28,0.35,21.4,0.08,0.1,0.26,1.39,142,0.09,15.5,0.01,0.57,0.01,0.3,0.05,11.4,0.27,47,1.3,NA,2014,2016,105.3517118,0.625430891,38.63850029,36.86941491,6.013504821,0.952660555,0.881738803,0.293253197,9.265349611,54.36399682,11.99369291,8.972096414,42.37030391,32.38847967,9.981824239,15,1.954724548,0.721819908,0.811003411,33.29048843,30.07712082,34.31876607,0.514138817,0.771208226,0.385604113,3.727506427,28.27763496,5.141388175,3.341902314,23.13624679,20.30848329,2.827763496,32.69966318,29.62265228,29.71970086,0.970485814,0.468116687,0.256893304,4.721128047,35.79380031,5.857167323,4.464234743,29.93663299,25.16412628,4.772506708,34.49257327,31.61455162,19.06987212,1.003468453,0.563954566,0.333606926,6.149222908,45.31494082,7.759008711,5.815615981,37.55593211,30.47340411,7.082527999,1.89643064,1.80025136,0,2,0,1,9,255048.3452,0.934718235,53,416,125.9345402,44.29321484,363,0,29.35342026,3.32789474,2.790917468,29.35342026,28936.68,997.6,1139.239985,39.27561176,18047.08494,66.14016403,22376.53724,82.00703039,23.98975963,1348959.075,240463.5665,430,3.536191773,17.82586076,1.685954871
State ProbMon,1AKET012.22,2014,1AKET012.22,-77.6661,38.7251,1,947.6292,2,604,VA,TS,Y -TS,1,Potomac-Shenandoah,Potomac,Bay,BayPhase2,Northern Piedmont,Piedmont,Phase2,Phase4,2,2,Small,Phase2Small,4.126839412,1,1,1,1,2016,2018,2020,8.39,7.16,329,0.41,3.50E-02,144,0.02,0.02,0.4,0.02,11.5,10,20.9,2.08,34.2,16.9,79.8,1.6,6.32,7.92,-1.082,0.2708,43.81,0.952,44.762,-0.15,44.615,71.091,153.5,16.5,4,12.27,2.7,10.455,21.82,65.455,6.68,53.635,15.5,41.57,0.3777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,5.57,0.44,36.4,0.01,0.01,0.23,1.07,210,7.00E-02,181,2.00E-03,0.87,3.00E-03,1.17,0.03,5.11,0.4,69,1.3,NA,2014,2016,4.126839412,1.844831943,38.80043804,36.88821498,7.952152304,0.387498947,1.448909106,0,26.41731952,51.47839272,38.29500463,26.41731952,13.18338809,12.88012804,0.303260045,14,1.994963789,0.755938026,0.829674824,23.91304348,21.73913043,13.04347826,0,0,0,8.695652174,13.04347826,8.695652174,8.695652174,4.347826087,4.347826087,0,30.61889251,29.96742671,37.78501629,0,0,0,12.05211726,24.59283388,13.51791531,12.05211726,11.07491857,9.609120521,1.465798046,34.42192192,32.62012012,20.90840841,0.337837838,1.426426426,0,16.59159159,38.21321321,21.28378378,16.59159159,16.92942943,15.84084084,1.088588589,0.256678441,6.2223907,0,0,0,0,0,9043.938151,0.846135304,98,201,128.9550647,16.29608715,103,0,15.47083664,3.165304085,2.108791778,15.47083664,2044.32,1014.35,80.48508283,39.93506094,1281.658074,119.9097258,2396.798119,224.2403111,87.00760889,62691.90586,6276.394509,10,2.627940594,10.01149099,1.105713002
State ProbMon,1AXLB000.05,2014,1AXLB000.05,-77.5038,38.4278,1,3790.5166,1,605,VA,TS,Y -TS,1,Potomac-Shenandoah,Potomac,Bay,BayPhase2,Piedmont,Piedmont,Phase2,Phase4,1,2,Small,Phase2Small,1.795366655,1,1,1,1,2016,2018,2020,8.62,7.54,151.5,0.26,1.50E-02,107,0.04,0.09,0.2,0.01,4.32,2,7.5,0.92,9.32,5.77,58.3,0.99,1.39,2.38,-0.269,0.6,6.667,26.667,33.333,1.029,45,60.364,134.5,12.5,3.5,1.82,4.05,6.365,34.09,62.725,5.615,35,18.5,37.48,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7,5.19,0.26,22.4,0.08,0.1,0.2,0.78,59.4,0.06,173,0.01,0.44,0.01,2.28,0.02,3.18,0.27,58,1.3,NA,2014,2016,1.795366655,0.096805421,68.30590513,60.81316554,2.013552759,0.890609874,4.123910939,3.34946757,14.67570184,28.7124879,14.17231365,11.32623427,14.54017425,13.24298161,1.297192643,15,1.815815794,0.67052516,0.76131929,33.33333333,33.33333333,0,0,0,0,33.33333333,66.66666667,33.33333333,33.33333333,33.33333333,33.33333333,0,55.65217391,55.2173913,21.30434783,0.869565217,0,0.434782609,6.52173913,22.17391304,6.52173913,6.086956522,15.65217391,15.65217391,0,62.62939959,60.14492754,11.28364389,0.207039337,0.621118012,1.759834369,10.55900621,25.98343685,10.35196687,8.799171843,15.63146998,15.63146998,0,0.03259475,1.8160697,0,0,0,0,0,3425.516652,0.736669569,44,108,79.61725162,10.2458345,64,0,12.78812885,3.147053597,1.706655379,12.78812885,4147.6,1038.4,163.2914268,40.88191184,542.0828327,116.5768458,578.1007554,124.3226285,6.644357755,15129.39286,1453.487688,3,1.675570908,9.60704571,0.8757803
State ProbMon,1AXMJ000.42,2014,1AXMJ000.42_2014,-77.5055,38.6375,1,315.8764,2,606,VA,TS,Y -TS,1,Potomac-Shenandoah,Potomac,Bay,BayPhase2,Northern Piedmont,Piedmont,Phase2,Phase4,2,2,Small,Phase2Small,4.649401917,1,1,1,1,2016,2018,2020,9.42,6.855,61.5,0.11,2.50E-02,55,0.01,0.03,0.02,0.01,4.57,2,3.56,0.78,2.94,4.83,25.8,2.22,0.77,2.99,0.322,0.715,8.571,10.476,19.048,1.657,52.813,52.545,160.5,15.5,7.5,20.91,39.55,17.725,7.725,45.455,3.875,89.095,74,70.09,0.6956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.06,1.49,0.1,21.8,0.08,0.1,0.2,0.5,114,0.06,51.6,0.01,0.69,0.01,0.56,0.01,7.63,0.2,14,1.4,NA,2014,2016,4.649401917,0,90.10833022,89.84684348,2.943593575,2.951064625,0.261486739,0,3.190138214,3.99701158,3.399327606,3.190138214,0.597683975,0.597683975,0,10,1.016058126,0.441268437,0.470376841,26.66666667,26.66666667,66.66666667,0,0,0,6.666666667,6.666666667,6.666666667,6.666666667,0,0,0,58.45896147,58.45896147,38.52596315,0.67001675,0,0,2.345058626,2.345058626,2.345058626,2.345058626,0,0,0,75.95818815,75.95818815,17.53774681,3.600464576,0,0,2.903600465,2.903600465,2.903600465,2.903600465,0,0,0,0.007220884,0.155248412,0,0,0,0,0,8797.126273,0.730539221,50,129,91.85485614,15.37389702,79,0,19.14471817,4.484700984,2.570592392,19.14471817,994.06,973.99,39.13624161,38.3460837,17.93522869,1.489394103,23.20688295,1.927167766,29.39273513,16937.68461,2113.452792,4,0.905276073,12.47781406,0.454693939
State ProbMon,1BGSR000.58,2014,1BGSR000.58,-78.4385,39.0741,1,947.6292,2,607,VA,TS,Y -TS,1,Potomac-Shenandoah,Shenandoah,Bay,BayPhase2,Central Appalachian Ridges and Valleys,Mountain,Phase2,Phase4,2,2,Small,Phase2Small,4.883582084,1,1,1,1,2016,2018,2020,11.095,8.03,242.5,0.215,0.03,80,0.01,0.08,0.1,0.01,1.94,4,1.82,0.88,2.62,14.9,73.1,0.68,1.84,2.52,-0.02,1.255,18.095,6.667,24.762,1.764,43.158,42.182,161.5,19,10.5,29.545,12.3,18.18,19.545,50.455,4.48,77.27,65.5,66.62,0.2375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.2,2.71,0.11,30.5,0.05,0.04,0.08,0.38,16.3,0.04,8.88,2.00E-03,0.85,3.00E-03,0.92,0.02,6.5,0.1,72,1.3,NA,2014,2016,4.883582084,0,86.11407819,85.92181158,0,0.541194901,0.19226661,0,2.791426333,13.34472691,3.047781813,2.791426333,10.2969451,10.06195257,0.234992523,10,1.134637577,0.492766838,0.566324825,93.5483871,93.5483871,0,0,0,0,6.451612903,6.451612903,6.451612903,6.451612903,0,0,0,92.08819715,92.08819715,0,0,0,0,1.167315175,7.911802853,2.204928664,1.167315175,5.706874189,5.706874189,0,84.63437211,84.32582536,0,0.370256094,0.308546745,0,4.443073126,14.9953718,5.461277384,4.443073126,9.534094415,9.441530392,0.092564023,0.008881896,0.182012391,0,0,0,0,0,11224.22176,0.887396167,256,802,445.8968581,145.7086287,546,0,37.56760025,11.64707078,6.824170912,37.56760025,911.04,911.04,35.8677359,35.8677359,100.0656104,7.911269129,84.06612977,6.646337083,-15.9889902,22591.49582,9009.34592,13,3.090715449,39.87936873,1.158209476
State ProbMon,1BNFS093.80,2014,1BNFS093.80,-78.8566,38.6353,1,315.8764,4,608,VA,TS,Y -TS,1,Potomac-Shenandoah,Shenandoah,Bay,BayPhase2,Central Appalachian Ridges and Valleys,Mountain,Phase2,Phase4,4,4,Large,Phase2Large,209.1607604,1,1,1,1,2016,2018,2020,8.385,7.54,146.5,0.475,0.01,67,0.02,0.49,0.1,0.01,0.9,2,2.72,1.8,3.25,7.88,100,0,0.6,0.6,0.865,0.3,0,1.905,1.905,2.183,15,12.727,175,12.5,7.5,42.27,18.6,50.91,0.455,45,3.71,99.09,76,75.61,0.4082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,3.38,0.24,34.3,0.08,0.1,0.2,0.52,8,0.06,4.69,0.01,0.34,0.01,0.44,0.03,1.34,0.2,42,1.3,NA,2014,2016,209.1607604,0.058311169,89.3506528,88.94048108,0,0.263313968,0.371796001,0.038375727,2.8017603,10.32772206,3.048129142,2.763384573,7.279592918,6.978567738,0.30102518,13,1.1194049,0.436423782,0.562663311,85.22920204,85.22920204,0,0.339558574,0,0,6.112054329,11.54499151,7.300509338,6.112054329,4.244482173,3.904923599,0.339558574,83.80973649,83.58642251,0,0.206565431,0.21214828,0.011165699,6.174631532,14.70522555,6.917150514,6.163465833,7.788075033,7.598258151,0.189816883,77.92384284,77.56189451,0,0.169537137,0.355220667,0.006727664,7.212055974,21.41550054,8.248116254,7.20532831,13.16738428,12.59553283,0.571851453,0.379527287,0.18144409,0,0,0,0,4,266156.2197,0.491310685,321,1228,596.3255966,163.1422049,907,0,51.65534592,15.50680615,8.8083817,51.65534592,52330.1,887.68,2060.24127,34.94805037,3192.014891,5.892295224,3081.840174,5.688918366,-3.451572773,996286.5891,295304.7476,207,4.415720728,29.64054227,0.777738729
State ProbMon,2BGOW001.00,2014,2BGOW001.00,-78.8438,37.9838,1,947.6292,2,609,VA,TS,Y -TS,1,James,James,Bay,BayPhase2,Northern Piedmont,Piedmont,Phase2,Phase4,2,2,Small,Phase2Small,6.358112034,1,1,1,1,2016,2018,2020,9.7,7.505,50.5,0.43,0.03,40,0.02,7.00E-02,0.3,0.02,3.97,6,1.92,0.7,1.62,3.65,69.8,1.45,3.36,4.81,-7.60E-02,1.61,0,5.714,5.714,1.576,20,24.364,128,14.5,9.5,57.27,10.45,30.455,6.82,44.545,3.98,84.09,90,74.49,0.4379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.41,1.47,0.1,9.12,0.08,0.1,0.2,0.16,10.3,0.06,2.24,0.01,0.08,0.01,0.3,0.01,3.25,0.2,15,1.3,NA,2014,2016,6.358112034,0.027319419,86.231013,85.8977161,0,0.475357884,0.333296907,0,2.387717189,13.26630969,2.704622446,2.387717189,10.56168725,10.56168725,0,10,0.745194293,0.32363377,0.33973033,85.18518519,85.18518519,0,0,0,0,0,14.81481481,0,0,14.81481481,14.81481481,0,80.21712907,80.21712907,0,0,0,0,2.171290712,19.66224367,2.774427021,2.171290712,16.88781665,16.88781665,0,75.32244196,75.15047291,0,0,0.171969046,0,4.012611063,24.5342505,4.5285182,4.012611063,20.0057323,20.0057323,0,0.013315893,0.209376024,0,0,0,0,0,12199.37597,0.740814103,216,1088,507.1722144,208.9815223,872,0,43.31361771,14.35256605,7.992636118,43.31361771,2129.18,1081.59,83.82602952,42.58230646,475.6355432,28.88324116,236.1046853,14.33759244,-50.36016784,33135.05143,13865.80925,13,4.409918532,41.84634896,1.065628277
State ProbMon,2BPRS001.90,2014,2BPRS001.90,-79.1456,37.7908,1,947.6292,2,610,VA,TS,Y -TS,1,James,James,Bay,BayPhase2,Blue Ridge Mountains,Mountain,Phase2,Phase4,2,2,Small,Phase2Small,4.466767182,1,1,1,1,2016,2018,2020,10.16,7.27,20.5,0.18,0.02,17,8.00E-03,0.06,0.02,0.02,1.48,3,0.9,0.17,1.2,1.42,25,2.6,0.87,3.47,-0.427,7.01,1.905,4.762,6.667,2.138,25.714,30.182,177.5,17.5,12,46.365,24.1,39.09,3.635,50.91,3.705,92.73,93,80.76,0.1471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.952,0.161,0.03,5.64,0.01,0.01,0.05,0.03,4,3.00E-03,0.24,2.00E-03,0.03,3.00E-03,1.22,1.00E-03,7.22,0.1,3,1.8,NA,2014,2016,4.466767182,0,88.40196155,85.27282634,0,6.624114579,3.129135207,0,4.966139955,4.973923873,4.973923873,4.966139955,0,0,0,6,0.839568801,0.46857227,0.388791439,90,85,0,5,5,0,5,5,5,5,0,0,0,93.71727749,90.92495637,0,0.698080279,2.792321117,0,5.584642234,5.584642234,5.584642234,5.584642234,0,0,0,87.3587275,83.25659272,0,1.423189619,4.102134784,0,11.17622436,11.21808288,11.21808288,11.17622436,0,0,0,0.002870284,0.064295166,0,0,0,0,0,8420.671788,0.727869004,687,1233,984.3050144,100.7582611,546,0,41.25424576,17.22543841,6.768686876,41.25424576,1327.22,1327.22,52.25278412,52.25278412,52.36146789,4.526039064,15.03330845,1.299454428,-71.28936782,27577.10224,10060.37134,6,4.674155051,36.48088639,0.712532224
State ProbMon,2-BSR012.33,2014,2-BSR012.33,-78.3943,37.1725,1,541.5024,3,611,VA,TS,Y -TS,1,James,James,Bay,BayPhase2,Piedmont,Piedmont,Phase2,Phase4,3,3,Medium,Phase2Medium,26.32068288,1,1,1,1,2016,2018,2020,7.895,7.365,95,0.41,3.50E-02,81,0.06,0.12,0.4,0.02,11,5,4.63,1.66,3.49,4.44,64.8,2.3,4.23,6.54,-0.629,0.05,21.905,60.952,82.857,-0.271,83.333,84.545,126.5,18,8.5,31.815,17.3,19.545,18.185,42.27,4.615,75.455,67.5,67.75,0.9291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.69,2.91,0.26,18.9,0.08,0.1,0.25,1.34,216,0.06,208,0.01,0.39,0.01,0.6,0.03,15.2,0.31,29,1.5,NA,2014,2016,26.32068288,0.67732608,74.11901398,61.66836108,5.040996052,9.507651276,11.50662142,0.442308454,3.972854144,11.15673563,4.126011698,3.53054569,7.030723934,7.01884102,0.011882914,14,1.975156862,0.748432723,0.828949692,46.02272727,35.79545455,46.59090909,1.704545455,5.681818182,0,0,5.113636364,0,0,5.113636364,5.113636364,0,54.16366691,45.90832733,38.97288217,2.207823374,5.495560355,0.215982721,1.079913607,3.263738901,0.935925126,0.863930886,2.327813775,2.327813775,0,65.07214643,53.77014205,24.3388917,5.457301668,8.809162877,0.303183426,1.504688114,4.682499579,1.296951322,1.201504688,3.385548257,3.368704733,0.016843524,0.101384266,0.385217655,0,0,0,0,5,61077.33316,0.895947816,109,217,157.3865736,18.98641168,108,0,20.41020584,4.575942319,2.568706512,20.41020584,8730.65,1089.68,343.7265636,42.90081057,818.4773997,12.00630415,986.8238831,14.47579088,20.56825069,247524.4882,18388.31847,32,1.147029079,7.428888595,0.523925953
State ProbMon,2BXRK001.64,2014,2BXRK001.64_2014,-78.7299,37.8114,1,3790.5166,1,612,VA,TS,Y -TS,1,James,James,Bay,BayPhase2,Northern Piedmont,Piedmont,Phase2,Phase4,1,1,Small,Phase2Small,0.759981027,1,1,1,1,2016,2018,2020,10.055,6.37,32,0.155,1.50E-02,29,0.01,0.03,0.02,0.01,6.41,26,2.88,0.82,4.46,2.16,60.3,4.56,6.94,11.5,-1.611,1.293,12.381,45.714,58.095,0.176,52.5,82.636,144,16.5,8.5,21.365,12.25,26.815,9.55,42.275,4.23,80.455,55,66.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing metals,2014,2016,0.759981027,0.091491308,95.79139982,95.42543458,0,0.823421775,0.365965233,0,3.247941446,3.2936871,3.2936871,3.247941446,0,0,0,8,0.979180965,0.470886507,0.564320985,100,100,0,0,0,0,0,0,0,0,0,0,0,97.2972973,97.2972973,0,1.351351351,0,0,0,0,0,0,0,0,0,94.14483821,93.52850539,0,2.157164869,0.61633282,0,3.389830508,3.389830508,3.389830508,3.389830508,0,0,0,0.00107375,0.141354071,0,0,0,0,0,2234.898342,1.135415516,177,345,238.5459057,38.44920675,168,0,31.12396431,11.22816596,5.908629341,31.12396431,1213.07,1207.51,47.75868721,47.53978945,16.06759167,8.162963184,10.86776767,5.521249806,-32.3621866,4991.611487,1642.531601,2,2.834208991,32.90583823,0.89489529
State ProbMon,2-BYN001.90,2014,2-BYN001.90,-78.5307,37.5415,1,947.6292,2,613,VA,TS,Y -TS,1,James,James,Bay,BayPhase2,Piedmont,Piedmont,Phase2,Phase4,2,2,Small,Phase2Small,2.460542335,1,1,1,1,2016,2018,2020,10.015,7.715,174.5,0.27,0.02,57,0.01,0.2,0.2,0.01,9.81,9,3.88,1.02,3.94,2.66,81.8,0.93,4.19,5.12,-0.973,0.4667,21.905,22.857,44.762,0.15,54.444,77.273,138,15,8,37.73,8.65,47.725,21.365,54.545,4.33,76.815,58.5,68.36,0.8992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.11,2.33,0.11,11.2,0.08,0.1,0.46,0.73,230,0.11,18.8,0.01,0.51,0.01,0.63,0.02,24.7,0.2,20,1.8,NA,2014,2016,2.460542335,0.226052557,68.60695112,63.1251766,0.183667703,10.35603278,5.283978525,0.197795988,4.930771404,20.62729585,8.830178016,4.732975417,11.79711783,11.79711783,0,13,1.872125645,0.729887957,0.791821579,77.77777778,72.22222222,11.11111111,5.555555556,5.555555556,0,0,5.555555556,0,0,5.555555556,5.555555556,0,88.48614072,85.5010661,2.771855011,4.690831557,2.985074627,0,1.279317697,2.985074627,1.279317697,1.279317697,1.70575693,1.70575693,0,84.75177305,81.20567376,1.013171226,8.358662614,3.546099291,0,1.063829787,5.369807497,1.063829787,1.063829787,4.30597771,4.30597771,0,0.052360095,2.128849958,0,0,0,0,0,6876.570471,1.079048233,135,208,168.9493816,13.38029335,73,0,13.15116501,3.266900433,1.711720023,13.15116501,4365.99,1092.62,171.8894629,43.01655866,69.81545929,10.95520627,136.659108,21.44408605,95.74333442,31565.05485,2682.310126,6,1.505905774,8.497720467,0.872527959
State ProbMon,2-CRG015.50,2014,2-CRG015.50,-79.9297,37.6487,1,315.8764,4,614,VA,TS,Y -TS,1,James,James,Bay,BayPhase2,Central Appalachian Ridges and Valleys,Mountain,Phase2,Phase4,4,4,Large,Phase2Large,321.9228195,1,1,1,1,2016,2018,2020,10.14,7.25,96.5,0.165,0.01,53,0.03,0.08,0.1,4.00E-03,1.45,2,1.41,0.74,2.43,4.9,50,0.58,0.58,1.15,NA,NA,NA,NA,NA,NA,NA,NA,167.5,21,9.5,30.91,25.9,45,5.455,48.18,4.035,84.545,65.5,80.99,0.4211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,2.47,0.11,40,0.08,0.1,0.2,0.18,41.9,0.06,14.6,0.01,0.58,0.01,0.66,0.01,4.78,0.2,36,1.3,NA,2014,2016,321.9228195,0.143879612,88.09490658,87.05957782,0.068431863,1.84539364,1.003055688,0.022234959,2.925947873,9.857426422,3.43454557,2.903712914,6.422880852,6.202366188,0.220514664,15,1.229291013,0.453939522,0.586420615,85.51207327,85.01248959,0.24979184,0.333055787,0.49958368,0,3.538717735,11.78184846,4.746044963,3.538717735,7.035803497,6.994171524,0.041631973,85.94808681,85.19361068,0.14565808,0.67264574,0.729927007,0.024549115,4.299368269,11.45625348,5.022748846,4.274819155,6.433504632,6.366403718,0.067100913,81.94188086,81.02318664,0.06826329,0.84394783,0.891236366,0.027076501,5.276485394,16.4586988,6.282892228,5.249408893,10.17580657,9.925253604,0.250552971,0.961944729,0.29879575,0,2,0,0,4,895536.3302,1.07406669,314,1316,639.2900064,183.7057097,1002,0,61.08472824,12.73452827,7.569375233,61.08472824,84646.43,1030.65,3332.538414,40.57679357,5320.154837,6.380758548,4795.651608,5.75169256,-9.85879631,1610370.598,763899.4047,730,3.236352194,47.43624887,0.815153976
State ProbMon,2-HAM000.37,2014,2-HAM000.37_2014,-80.021,37.4128,1,947.6292,2,615,VA,TS,Y -TS,1,James,James,Bay,BayPhase2,Central Appalachian Ridges and Valleys,Mountain,Phase2,Phase4,2,2,Small,Phase2Small,1.737118521,1,1,1,1,2016,2018,2020,10.45,7.895,355.5,0.195,0.02,181,0.06,0.12,0.1,0.01,2.96,4,1.67,0.61,1.64,11.8,51.5,1.49,1.58,3.07,0.236,1.656,0,7.619,7.619,2.135,32.727,23.273,157.5,15,8.5,51.365,13.15,19.09,10,47.725,3.915,80.455,72,69.78,6.71E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.9,3.17,0.06,20.4,0.05,0.01,7.00E-02,0.17,4,0.03,2.02,2.00E-03,0.18,3.00E-03,0.38,0.02,2.69,0.1,160,1.3,NA,2014,2016,1.737118521,0,94,93.32,0,0,0.68,0,1.14,6,1.14,1.14,4.86,4.86,0,6,0.696635886,0.388799891,0.33515312,85.71428571,85.71428571,0,0,0,0,14.28571429,14.28571429,14.28571429,14.28571429,0,0,0,79.28286853,79.28286853,0,0,0,0,7.569721116,20.71713147,7.569721116,7.569721116,13.14741036,13.14741036,0,82.43243243,82.43243243,0,0,0,0,4.234234234,17.56756757,4.234234234,4.234234234,13.33333333,13.33333333,0,0.00110155,0.0634,0,0,0,0,0,3580.314223,0.795777205,449,952,564.9978284,76.26983768,503,0.355126977,43.65630341,17.30666261,8.005107038,43.30117643,1069.94,1069.05,42.12364479,42.08860541,62.62112645,13.91846131,16.06379872,3.570414229,-74.34763693,5709.656036,2773.380953,3,2.798064202,48.57352064,0.837915281
